seq_no,self_valid,link_valid,status
5520,True,True,VALID
5521,True,True,VALID
5522,True,True,VALID
5523,True,True,VALID
5524,True,True,VALID
5525,True,True,VALID
5526,True,True,VALID
5527,True,True,VALID
5528,True,True,VALID
5529,True,True,VALID
5530,True,True,VALID
5531,True,True,VALID
5532,True,True,VALID
5533,True,True,VALID
5534,True,True,VALID
5535,True,True,VALID
5536,True,True,VALID
5537,True,True,VALID
5538,True,True,VALID
5539,True,True,VALID
5540,True,True,VALID
5541,True,True,VALID
5542,True,True,VALID
5543,True,True,VALID
5544,True,True,VALID
5545,True,True,VALID
5546,True,True,VALID
5547,True,True,VALID
5548,True,True,VALID
5549,True,True,VALID
5550,True,True,VALID
5551,True,True,VALID
5552,True,True,VALID
5553,True,True,VALID
5554,True,True,VALID
5555,True,True,VALID
5556,True,True,VALID
5557,True,True,VALID
5558,True,True,VALID
5559,True,True,VALID
5560,True,True,VALID
5561,True,True,VALID
5562,True,True,VALID
5563,True,True,VALID
5564,True,True,VALID
5565,True,True,VALID
5566,True,True,VALID
5567,True,True,VALID
5568,True,True,VALID
5569,True,True,VALID
5570,True,True,VALID
5571,True,True,VALID
5572,True,True,VALID
5573,True,True,VALID
5574,True,True,VALID
5575,True,True,VALID
5576,True,True,VALID
5577,True,True,VALID
5578,True,True,VALID
5579,True,True,VALID
5580,True,True,VALID
5581,True,True,VALID
5582,True,True,VALID
5583,True,True,VALID
5584,True,True,VALID
5585,True,True,VALID
5586,True,True,VALID
5587,True,True,VALID
5588,True,True,VALID
5589,True,True,VALID
5590,True,True,VALID
5591,True,True,VALID
5592,True,True,VALID
5593,True,True,VALID
5594,True,True,VALID
5595,True,True,VALID
5596,True,True,VALID
5597,True,True,VALID
5598,True,True,VALID
5599,True,True,VALID
5600,True,True,VALID
5601,True,True,VALID
5602,True,True,VALID
5603,True,True,VALID
5604,True,True,VALID
5605,True,True,VALID
5606,True,True,VALID
5607,True,True,VALID
5608,True,True,VALID
5609,True,True,VALID
5610,True,True,VALID
5611,True,True,VALID
5612,True,True,VALID
5613,True,True,VALID
5614,True,True,VALID
5615,True,True,VALID
5616,True,True,VALID
5617,True,True,VALID
5618,True,True,VALID
5619,True,True,VALID
5620,True,True,VALID
5621,True,True,VALID
5622,True,True,VALID
5623,True,True,VALID
5624,True,True,VALID
5625,True,True,VALID
5626,True,True,VALID
5627,True,True,VALID
5628,True,True,VALID
5629,True,True,VALID
5630,True,True,VALID
5631,True,True,VALID
5632,True,True,VALID
5633,True,True,VALID
5634,True,True,VALID
5635,True,True,VALID
5636,True,True,VALID
5637,True,True,VALID
5638,True,True,VALID
5639,True,True,VALID
5640,True,True,VALID
5641,True,True,VALID
5642,True,True,VALID
5643,True,True,VALID
5644,True,True,VALID
5645,True,True,VALID
5646,True,True,VALID
5647,True,True,VALID
5648,True,True,VALID
5649,True,True,VALID
5650,True,True,VALID
5651,True,True,VALID
5652,True,True,VALID
5653,True,True,VALID
5654,True,True,VALID
5655,True,True,VALID
5656,True,True,VALID
5657,True,True,VALID
5658,True,True,VALID
5659,True,True,VALID
5660,True,True,VALID
5661,True,True,VALID
5662,True,True,VALID
5663,True,True,VALID
5664,True,True,VALID
5665,True,True,VALID
5666,True,True,VALID
5667,True,True,VALID
5668,True,True,VALID
5669,True,True,VALID
5670,True,True,VALID
5671,True,True,VALID
5672,True,True,VALID
5673,True,True,VALID
5674,True,True,VALID
5675,True,True,VALID
5676,True,True,VALID
5677,True,True,VALID
5678,True,True,VALID
5679,True,True,VALID
5680,True,True,VALID
5681,True,True,VALID
5682,True,True,VALID
5683,True,True,VALID
5684,True,True,VALID
5685,True,True,VALID
5686,True,True,VALID
5687,True,True,VALID
5688,True,True,VALID
5689,True,True,VALID
5690,True,True,VALID
5691,True,True,VALID
5692,True,True,VALID
5693,True,True,VALID
5694,True,True,VALID
5695,True,True,VALID
5696,True,True,VALID
5697,True,True,VALID
5698,True,True,VALID
5699,True,True,VALID
5700,True,True,VALID
5701,True,True,VALID
5702,True,True,VALID
5703,True,True,VALID
5704,True,True,VALID
5705,True,True,VALID
5706,True,True,VALID
5707,True,True,VALID
5708,True,True,VALID
5709,True,True,VALID
5710,True,True,VALID
5711,True,True,VALID
5712,True,True,VALID
5713,True,True,VALID
5714,True,True,VALID
5715,True,True,VALID
5716,True,True,VALID
5717,True,True,VALID
5718,True,True,VALID
5719,True,True,VALID
5720,True,True,VALID
5721,True,True,VALID
5722,True,True,VALID
5723,True,True,VALID
5724,True,True,VALID
5725,True,True,VALID
5726,True,True,VALID
5727,True,True,VALID
5728,True,True,VALID
5729,True,True,VALID
5730,True,True,VALID
5731,True,True,VALID
5732,True,True,VALID
5733,True,True,VALID
5734,True,True,VALID
5735,True,True,VALID
5736,True,True,VALID
5737,True,True,VALID
5738,True,True,VALID
5739,True,True,VALID
5740,True,True,VALID
5741,True,True,VALID
5742,True,True,VALID
5743,True,True,VALID
5744,True,True,VALID
5745,True,True,VALID
5746,True,True,VALID
5747,True,True,VALID
5748,True,True,VALID
5749,True,True,VALID
5750,True,True,VALID
5751,True,True,VALID
5752,True,True,VALID
5753,True,True,VALID
5754,True,True,VALID
5755,True,True,VALID
5756,True,True,VALID
5757,True,True,VALID
5758,True,True,VALID
5759,True,True,VALID
5760,True,True,VALID
5761,True,True,VALID
5762,True,True,VALID
5763,True,True,VALID
5764,True,True,VALID
5765,True,True,VALID
5766,True,True,VALID
5767,True,True,VALID
5768,True,True,VALID
5769,True,True,VALID
5770,True,True,VALID
5771,True,True,VALID
5772,True,True,VALID
5773,True,True,VALID
5774,True,True,VALID
5775,True,True,VALID
5776,True,True,VALID
5777,True,True,VALID
5778,True,True,VALID
5779,True,True,VALID
5780,True,True,VALID
5781,True,True,VALID
5782,True,True,VALID
5783,True,True,VALID
5784,True,True,VALID
5785,True,True,VALID
5786,True,True,VALID
5787,True,True,VALID
5788,True,True,VALID
5789,True,True,VALID
5790,True,True,VALID
5791,True,True,VALID
5792,True,True,VALID
5793,True,True,VALID
5794,True,True,VALID
5795,True,True,VALID
5796,True,True,VALID
5797,True,True,VALID
5798,True,True,VALID
5799,True,True,VALID
5800,True,True,VALID
5801,True,True,VALID
5802,True,True,VALID
5803,True,True,VALID
5804,True,True,VALID
5805,True,True,VALID
5806,True,True,VALID
5807,True,True,VALID
5808,True,True,VALID
5809,True,True,VALID
5810,True,True,VALID
5811,True,True,VALID
5812,True,True,VALID
5813,True,True,VALID
5814,True,True,VALID
5815,True,True,VALID
5816,True,True,VALID
5817,True,True,VALID
5818,True,True,VALID
5819,True,True,VALID
5820,True,True,VALID
5821,True,True,VALID
5822,True,True,VALID
5823,True,True,VALID
5824,True,True,VALID
5825,True,True,VALID
5826,True,True,VALID
5827,True,True,VALID
5828,True,True,VALID
5829,True,True,VALID
5830,True,True,VALID
5831,True,True,VALID
5832,True,True,VALID
5833,True,True,VALID
5834,True,True,VALID
5835,True,True,VALID
5836,True,True,VALID
5837,True,True,VALID
5838,True,True,VALID
5839,True,True,VALID
5840,True,True,VALID
5841,True,True,VALID
5842,True,True,VALID
5843,True,True,VALID
5844,True,True,VALID
5845,True,True,VALID
5846,True,True,VALID
5847,True,True,VALID
5848,True,True,VALID
5849,True,True,VALID
5850,True,True,VALID
5851,True,True,VALID
5852,True,True,VALID
5853,True,True,VALID
5854,True,True,VALID
5855,True,True,VALID
5856,True,True,VALID
5857,True,True,VALID
5858,True,True,VALID
5859,True,True,VALID
5860,True,True,VALID
5861,True,True,VALID
5862,True,True,VALID
5863,True,True,VALID
5864,True,True,VALID
5865,True,True,VALID
5866,True,True,VALID
5867,True,True,VALID
5868,True,True,VALID
5869,True,True,VALID
5870,True,True,VALID
5871,True,True,VALID
5872,True,True,VALID
5873,True,True,VALID
5874,True,True,VALID
5875,True,True,VALID
5876,True,True,VALID
5877,True,True,VALID
5878,True,True,VALID
5879,True,True,VALID
5880,True,True,VALID
5881,True,True,VALID
5882,True,True,VALID
5883,True,True,VALID
5884,True,True,VALID
5885,True,True,VALID
5886,True,True,VALID
5887,True,True,VALID
5888,True,True,VALID
5889,True,True,VALID
5890,True,True,VALID
5891,True,True,VALID
5892,True,True,VALID
5893,True,True,VALID
5894,True,True,VALID
5895,True,True,VALID
5896,True,True,VALID
5897,True,True,VALID
5898,True,True,VALID
5899,True,True,VALID
5900,True,True,VALID
5901,True,True,VALID
5902,True,True,VALID
5903,True,True,VALID
5904,True,True,VALID
5905,True,True,VALID
5906,True,True,VALID
5907,True,True,VALID
5908,True,True,VALID
5909,True,True,VALID
5910,True,True,VALID
5911,True,True,VALID
5912,True,True,VALID
5913,True,True,VALID
5914,True,True,VALID
5915,True,True,VALID
5916,True,True,VALID
5917,True,True,VALID
5918,True,True,VALID
5919,True,True,VALID
5920,True,True,VALID
5921,True,True,VALID
5922,True,True,VALID
5923,True,True,VALID
5924,True,True,VALID
5925,True,True,VALID
5926,True,True,VALID
5927,True,True,VALID
5928,True,True,VALID
5929,True,True,VALID
5930,True,True,VALID
5931,True,True,VALID
5932,True,True,VALID
5933,True,True,VALID
5934,True,True,VALID
5935,True,True,VALID
5936,True,True,VALID
5937,True,True,VALID
5938,True,True,VALID
5939,True,True,VALID
5940,True,True,VALID
5941,True,True,VALID
5942,True,True,VALID
5943,True,True,VALID
5944,True,True,VALID
5945,True,True,VALID
5946,True,True,VALID
5947,True,True,VALID
5948,True,True,VALID
5949,True,True,VALID
5950,True,True,VALID
5951,True,True,VALID
5952,True,True,VALID
5953,True,True,VALID
5954,True,True,VALID
5955,True,True,VALID
5956,True,True,VALID
5957,True,True,VALID
5958,True,True,VALID
5959,True,True,VALID
5960,True,True,VALID
5961,True,True,VALID
5962,True,True,VALID
5963,True,True,VALID
5964,True,True,VALID
5965,True,True,VALID
5966,True,True,VALID
5967,True,True,VALID
5968,True,True,VALID
5969,True,True,VALID
5970,True,True,VALID
5971,True,True,VALID
5972,True,True,VALID
5973,True,True,VALID
5974,True,True,VALID
5975,True,True,VALID
5976,True,True,VALID
5977,True,True,VALID
5978,True,True,VALID
5979,True,True,VALID
5980,True,True,VALID
5981,True,True,VALID
5982,True,True,VALID
5983,True,True,VALID
5984,True,True,VALID
5985,True,True,VALID
5986,True,True,VALID
5987,True,True,VALID
5988,True,True,VALID
5989,True,True,VALID
5990,True,True,VALID
5991,True,True,VALID
5992,True,True,VALID
5993,True,True,VALID
5994,True,True,VALID
5995,True,True,VALID
5996,True,True,VALID
5997,True,True,VALID
5998,True,True,VALID
5999,True,True,VALID
6000,True,True,VALID
6001,True,True,VALID
6002,True,True,VALID
6003,True,True,VALID
6004,True,True,VALID
6005,True,True,VALID
6006,True,True,VALID
6007,True,True,VALID
6008,True,True,VALID
6009,True,True,VALID
6010,True,True,VALID
6011,True,True,VALID
6012,True,True,VALID
6013,True,True,VALID
6014,True,True,VALID
6015,True,True,VALID
6016,True,True,VALID
6017,True,True,VALID
6018,True,True,VALID
6019,True,True,VALID
6020,True,True,VALID
6021,True,True,VALID
6022,True,True,VALID
6023,True,True,VALID
6024,True,True,VALID
6025,True,True,VALID
6026,True,True,VALID
6027,True,True,VALID
6028,True,True,VALID
6029,True,True,VALID
6030,True,True,VALID
6031,True,True,VALID
6032,True,True,VALID
6033,True,True,VALID
6034,True,True,VALID
6035,True,True,VALID
6036,True,True,VALID
6037,True,True,VALID
6038,True,True,VALID
6039,True,True,VALID
6040,True,True,VALID
6041,True,True,VALID
6042,True,True,VALID
6043,True,True,VALID
6044,True,True,VALID
6045,True,True,VALID
6046,True,True,VALID
6047,True,True,VALID
6048,True,True,VALID
6049,True,True,VALID
6050,True,True,VALID
6051,True,True,VALID
6052,True,True,VALID
6053,True,True,VALID
6054,True,True,VALID
6055,True,True,VALID
6056,True,True,VALID
6057,True,True,VALID
6058,True,True,VALID
6059,True,True,VALID
6060,True,True,VALID
6061,True,True,VALID
6062,True,True,VALID
6063,True,True,VALID
6064,True,True,VALID
6065,True,True,VALID
6066,True,True,VALID
6067,True,True,VALID
6068,True,True,VALID
6069,True,True,VALID
6070,True,True,VALID
6071,True,True,VALID
6072,True,True,VALID
6073,True,True,VALID
6074,True,True,VALID
6075,True,True,VALID
6076,True,True,VALID
6077,True,True,VALID
6078,True,True,VALID
6079,True,True,VALID
6080,True,True,VALID
6081,True,True,VALID
6082,True,True,VALID
6083,True,True,VALID
6084,True,True,VALID
6085,True,True,VALID
6086,True,True,VALID
6087,True,True,VALID
6088,True,True,VALID
6089,True,True,VALID
6090,True,True,VALID
6091,True,True,VALID
6092,True,True,VALID
6093,True,True,VALID
6094,True,True,VALID
6095,True,True,VALID
6096,True,True,VALID
6097,True,True,VALID
6098,True,True,VALID
6099,True,True,VALID
6100,True,True,VALID
6101,True,True,VALID
6102,True,True,VALID
6103,True,True,VALID
6104,True,True,VALID
6105,True,True,VALID
6106,True,True,VALID
6107,True,True,VALID
6108,True,True,VALID
6109,True,True,VALID
6110,True,True,VALID
6111,True,True,VALID
6112,True,True,VALID
6113,True,True,VALID
6114,True,True,VALID
6115,True,True,VALID
6116,True,True,VALID
6117,True,True,VALID
6118,True,True,VALID
6119,True,True,VALID
6120,True,True,VALID
6121,True,True,VALID
6122,True,True,VALID
6123,True,True,VALID
6124,True,True,VALID
6125,True,True,VALID
6126,True,True,VALID
6127,True,True,VALID
6128,True,True,VALID
6129,True,True,VALID
6130,True,True,VALID
6131,True,True,VALID
6132,True,True,VALID
6133,True,True,VALID
6134,True,True,VALID
6135,True,True,VALID
6136,True,True,VALID
6137,True,True,VALID
6138,True,True,VALID
6139,True,True,VALID
6140,True,True,VALID
6141,True,True,VALID
6142,True,True,VALID
6143,True,True,VALID
6144,True,True,VALID
6145,True,True,VALID
6146,True,True,VALID
6147,True,True,VALID
6148,True,True,VALID
6149,True,True,VALID
6150,True,True,VALID
6151,True,True,VALID
6152,True,True,VALID
6153,True,True,VALID
6154,True,True,VALID
6155,True,True,VALID
6156,True,True,VALID
6157,True,True,VALID
6158,True,True,VALID
6159,True,True,VALID
6160,True,True,VALID
6161,True,True,VALID
6162,True,True,VALID
6163,True,True,VALID
6164,True,True,VALID
6165,True,True,VALID
6166,True,True,VALID
6167,True,True,VALID
6168,True,True,VALID
6169,True,True,VALID
6170,True,True,VALID
6171,True,True,VALID
6172,True,True,VALID
6173,True,True,VALID
6174,True,True,VALID
6175,True,True,VALID
6176,True,True,VALID
6177,True,True,VALID
6178,True,True,VALID
6179,True,True,VALID
6180,True,True,VALID
6181,True,True,VALID
6182,True,True,VALID
6183,True,True,VALID
6184,True,True,VALID
6185,True,True,VALID
6186,True,True,VALID
6187,True,True,VALID
6188,True,True,VALID
6189,True,True,VALID
6190,True,True,VALID
6191,True,True,VALID
6192,True,True,VALID
6193,True,True,VALID
6194,True,True,VALID
6195,True,True,VALID
6196,True,True,VALID
6197,True,True,VALID
6198,True,True,VALID
6199,True,True,VALID
6200,True,True,VALID
6201,True,True,VALID
6202,True,True,VALID
6203,True,True,VALID
6204,True,True,VALID
6205,True,True,VALID
6206,True,True,VALID
6207,True,True,VALID
6208,True,True,VALID
6209,True,True,VALID
6210,True,True,VALID
6211,True,True,VALID
6212,True,True,VALID
6213,True,True,VALID
6214,True,True,VALID
6215,True,True,VALID
6216,True,True,VALID
6217,True,True,VALID
6218,True,True,VALID
6219,True,True,VALID
6220,True,True,VALID
6221,True,True,VALID
6222,True,True,VALID
6223,True,True,VALID
6224,True,True,VALID
6225,True,True,VALID
6226,True,True,VALID
6227,True,True,VALID
6228,True,True,VALID
6229,True,True,VALID
6230,True,True,VALID
6231,True,True,VALID
6232,True,True,VALID
6233,True,True,VALID
6234,True,True,VALID
6235,True,True,VALID
6236,True,True,VALID
6237,True,True,VALID
6238,True,True,VALID
6239,True,True,VALID
6240,True,True,VALID
6241,True,True,VALID
6242,True,True,VALID
6243,True,True,VALID
6244,True,True,VALID
6245,True,True,VALID
6246,True,True,VALID
6247,True,True,VALID
6248,True,True,VALID
6249,True,True,VALID
6250,True,True,VALID
6251,True,True,VALID
6252,True,True,VALID
6253,True,True,VALID
6254,True,True,VALID
6255,True,True,VALID
6256,True,True,VALID
6257,True,True,VALID
6258,True,True,VALID
6259,True,True,VALID
6260,True,True,VALID
6261,True,True,VALID
6262,True,True,VALID
6263,True,True,VALID
6264,True,True,VALID
6265,True,True,VALID
6266,True,True,VALID
6267,True,True,VALID
6268,True,True,VALID
6269,True,True,VALID
6270,True,True,VALID
6271,True,True,VALID
6272,True,True,VALID
6273,True,True,VALID
6274,True,True,VALID
6275,True,True,VALID
6276,True,True,VALID
6277,True,True,VALID
6278,True,True,VALID
6279,True,True,VALID
6280,True,True,VALID
6281,True,True,VALID
6282,True,True,VALID
6283,True,True,VALID
6284,True,True,VALID
6285,True,True,VALID
6286,True,True,VALID
6287,True,True,VALID
6288,True,True,VALID
6289,True,True,VALID
6290,True,True,VALID
6291,True,True,VALID
6292,True,True,VALID
6293,True,True,VALID
6294,True,True,VALID
6295,True,True,VALID
6296,True,True,VALID
6297,True,True,VALID
6298,True,True,VALID
6299,True,True,VALID
6300,True,True,VALID
6301,True,True,VALID
6302,True,True,VALID
6303,True,True,VALID
6304,True,True,VALID
6305,True,True,VALID
6306,True,True,VALID
6307,True,True,VALID
6308,True,True,VALID
6309,True,True,VALID
6310,True,True,VALID
6311,True,True,VALID
6312,True,True,VALID
6313,True,True,VALID
6314,True,True,VALID
6315,True,True,VALID
6316,True,True,VALID
6317,True,True,VALID
6318,True,True,VALID
6319,True,True,VALID
6320,True,True,VALID
6321,True,True,VALID
6322,True,True,VALID
6323,True,True,VALID
6324,True,True,VALID
6325,True,True,VALID
6326,True,True,VALID
6327,True,True,VALID
6328,True,True,VALID
6329,True,True,VALID
6330,True,True,VALID
6331,True,True,VALID
6332,True,True,VALID
6333,True,True,VALID
6334,True,True,VALID
6335,True,True,VALID
6336,True,True,VALID
6337,True,True,VALID
6338,True,True,VALID
6339,True,True,VALID
6340,True,True,VALID
6341,True,True,VALID
6342,True,True,VALID
6343,True,True,VALID
6344,True,True,VALID
6345,True,True,VALID
6346,True,True,VALID
6347,True,True,VALID
6348,True,True,VALID
6349,True,True,VALID
6350,True,True,VALID
6351,True,True,VALID
6352,True,True,VALID
6353,True,True,VALID
6354,True,True,VALID
6355,True,True,VALID
6356,True,True,VALID
6357,True,True,VALID
6358,True,True,VALID
6359,True,True,VALID
6360,True,True,VALID
6361,True,True,VALID
6362,True,True,VALID
6363,True,True,VALID
6364,True,True,VALID
6365,True,True,VALID
6366,True,True,VALID
6367,True,True,VALID
6368,True,True,VALID
6369,True,True,VALID
6370,True,True,VALID
6371,True,True,VALID
6372,True,True,VALID
6373,True,True,VALID
6374,True,True,VALID
6375,True,True,VALID
6376,True,True,VALID
6377,True,True,VALID
6378,True,True,VALID
6379,True,True,VALID
6380,True,True,VALID
6381,True,True,VALID
6382,True,True,VALID
6383,True,True,VALID
6384,True,True,VALID
6385,True,True,VALID
6386,True,True,VALID
6387,True,True,VALID
6388,True,True,VALID
6389,True,True,VALID
6390,True,True,VALID
6391,True,True,VALID
6392,True,True,VALID
6393,True,True,VALID
6394,True,True,VALID
6395,True,True,VALID
6396,True,True,VALID
6397,True,True,VALID
6398,True,True,VALID
6399,True,True,VALID
6400,True,True,VALID
6401,True,True,VALID
6402,True,True,VALID
6403,True,True,VALID
6404,True,True,VALID
6405,True,True,VALID
6406,True,True,VALID
6407,True,True,VALID
6408,True,True,VALID
6409,True,True,VALID
6410,True,True,VALID
6411,True,True,VALID
6412,True,True,VALID
6413,True,True,VALID
6414,True,True,VALID
6415,True,True,VALID
6416,True,True,VALID
6417,True,True,VALID
6418,True,True,VALID
6419,True,True,VALID
6420,True,True,VALID
6421,True,True,VALID
6422,True,True,VALID
6423,True,True,VALID
6424,True,True,VALID
6425,True,True,VALID
6426,True,True,VALID
6427,True,True,VALID
6428,True,True,VALID
6429,True,True,VALID
6430,True,True,VALID
6431,True,True,VALID
6432,True,True,VALID
6433,True,True,VALID
6434,True,True,VALID
6435,True,True,VALID
6436,True,True,VALID
6437,True,True,VALID
6438,True,True,VALID
6439,True,True,VALID
6440,True,True,VALID
6441,True,True,VALID
6442,True,True,VALID
6443,True,True,VALID
6444,True,True,VALID
6445,True,True,VALID
6446,True,True,VALID
6447,True,True,VALID
6448,True,True,VALID
6449,True,True,VALID
6450,True,True,VALID
6451,True,True,VALID
6452,True,True,VALID
6453,True,True,VALID
6454,True,True,VALID
6455,True,True,VALID
6456,True,True,VALID
6457,True,True,VALID
6458,True,True,VALID
6459,True,True,VALID
6460,True,True,VALID
6461,True,True,VALID
6462,True,True,VALID
6463,True,True,VALID
6464,True,True,VALID
6465,True,True,VALID
6466,True,True,VALID
6467,True,True,VALID
6468,True,True,VALID
6469,True,True,VALID
6470,True,True,VALID
6471,True,True,VALID
6472,True,True,VALID
6473,True,True,VALID
6474,True,True,VALID
6475,True,True,VALID
6476,True,True,VALID
6477,True,True,VALID
6478,True,True,VALID
6479,True,True,VALID
6480,True,True,VALID
6481,True,True,VALID
6482,True,True,VALID
6483,True,True,VALID
6484,True,True,VALID
6485,True,True,VALID
6486,True,True,VALID
6487,True,True,VALID
6488,True,True,VALID
6489,True,True,VALID
6490,True,True,VALID
6491,True,True,VALID
6492,True,True,VALID
6493,True,True,VALID
6494,True,True,VALID
6495,True,True,VALID
6496,True,True,VALID
6497,True,True,VALID
6498,True,True,VALID
6499,True,True,VALID
6500,True,True,VALID
6501,True,True,VALID
6502,True,True,VALID
6503,True,True,VALID
6504,True,True,VALID
6505,True,True,VALID
6506,True,True,VALID
6507,True,True,VALID
6508,True,True,VALID
6509,True,True,VALID
6510,True,True,VALID
6511,True,True,VALID
6512,True,True,VALID
6513,True,True,VALID
6514,True,True,VALID
6515,True,True,VALID
6516,True,True,VALID
6517,True,True,VALID
6518,True,True,VALID
6519,True,True,VALID
6520,True,True,VALID
6521,True,True,VALID
6522,True,True,VALID
6523,True,True,VALID
6524,True,True,VALID
6525,True,True,VALID
6526,True,True,VALID
6527,True,True,VALID
6528,True,True,VALID
6529,True,True,VALID
6530,True,True,VALID
6531,True,True,VALID
6532,True,True,VALID
6533,True,True,VALID
6534,True,True,VALID
6535,True,True,VALID
6536,True,True,VALID
6537,True,True,VALID
6538,True,True,VALID
6539,True,True,VALID
6540,True,True,VALID
6541,True,True,VALID
6542,True,True,VALID
6543,True,True,VALID
6544,True,True,VALID
6545,True,True,VALID
6546,True,True,VALID
6547,True,True,VALID
6548,True,True,VALID
6549,True,True,VALID
6550,True,True,VALID
6551,True,True,VALID
6552,True,True,VALID
6553,True,True,VALID
6554,True,True,VALID
6555,True,True,VALID
6556,True,True,VALID
6557,True,True,VALID
6558,True,True,VALID
6559,True,True,VALID
6560,True,True,VALID
6561,True,True,VALID
6562,True,True,VALID
6563,True,True,VALID
6564,True,True,VALID
6565,True,True,VALID
6566,True,True,VALID
6567,True,True,VALID
6568,True,True,VALID
6569,True,True,VALID
6570,True,True,VALID
6571,True,True,VALID
6572,True,True,VALID
6573,True,True,VALID
6574,True,True,VALID
6575,True,True,VALID
6576,True,True,VALID
6577,True,True,VALID
6578,True,True,VALID
6579,True,True,VALID
6580,True,True,VALID
6581,True,True,VALID
6582,True,True,VALID
6583,True,True,VALID
6584,True,True,VALID
6585,True,True,VALID
6586,True,True,VALID
6587,True,True,VALID
6588,True,True,VALID
6589,True,True,VALID
6590,True,True,VALID
6591,True,True,VALID
6592,True,True,VALID
6593,True,True,VALID
6594,True,True,VALID
6595,True,True,VALID
6596,True,True,VALID
6597,True,True,VALID
6598,True,True,VALID
6599,True,True,VALID
6600,True,True,VALID
6601,True,True,VALID
6602,True,True,VALID
6603,True,True,VALID
6604,True,True,VALID
6605,True,True,VALID
6606,True,True,VALID
6607,True,True,VALID
6608,True,True,VALID
6609,True,True,VALID
6610,True,True,VALID
6611,True,True,VALID
6612,True,True,VALID
6613,True,True,VALID
6614,True,True,VALID
6615,True,True,VALID
6616,True,True,VALID
6617,True,True,VALID
6618,True,True,VALID
6619,True,True,VALID
6620,True,True,VALID
6621,True,True,VALID
6622,True,True,VALID
6623,True,True,VALID
6624,True,True,VALID
6625,True,True,VALID
6626,True,True,VALID
6627,True,True,VALID
6628,True,True,VALID
6629,True,True,VALID
6630,True,True,VALID
6631,True,True,VALID
6632,True,True,VALID
6633,True,True,VALID
6634,True,True,VALID
6635,True,True,VALID
6636,True,True,VALID
6637,True,True,VALID
6638,True,True,VALID
6639,True,True,VALID
6640,True,True,VALID
6641,True,True,VALID
6642,True,True,VALID
6643,True,True,VALID
6644,True,True,VALID
6645,True,True,VALID
6646,True,True,VALID
6647,True,True,VALID
6648,True,True,VALID
6649,True,True,VALID
6650,True,True,VALID
6651,True,True,VALID
6652,True,True,VALID
6653,True,True,VALID
6654,True,True,VALID
6655,True,True,VALID
6656,True,True,VALID
6657,True,True,VALID
6658,True,True,VALID
6659,True,True,VALID
6660,True,True,VALID
6661,True,True,VALID
6662,True,True,VALID
6663,True,True,VALID
6664,True,True,VALID
6665,True,True,VALID
6666,True,True,VALID
6667,True,True,VALID
6668,True,True,VALID
6669,True,True,VALID
6670,True,True,VALID
6671,True,True,VALID
6672,True,True,VALID
6673,True,True,VALID
6674,True,True,VALID
6675,True,True,VALID
6676,True,True,VALID
6677,True,True,VALID
6678,True,True,VALID
6679,True,True,VALID
6680,True,True,VALID
6681,True,True,VALID
6682,True,True,VALID
6683,True,True,VALID
6684,True,True,VALID
6685,True,True,VALID
6686,True,True,VALID
6687,True,True,VALID
6688,True,True,VALID
6689,True,True,VALID
6690,True,True,VALID
6691,True,True,VALID
6692,True,True,VALID
6693,True,True,VALID
6694,True,True,VALID
6695,True,True,VALID
6696,True,True,VALID
6697,True,True,VALID
6698,True,True,VALID
6699,True,True,VALID
6700,True,True,VALID
6701,True,True,VALID
6702,True,True,VALID
6703,True,True,VALID
6704,True,True,VALID
6705,True,True,VALID
6706,True,True,VALID
6707,True,True,VALID
6708,True,True,VALID
6709,True,True,VALID
6710,True,True,VALID
6711,True,True,VALID
6712,True,True,VALID
6713,True,True,VALID
6714,True,True,VALID
6715,True,True,VALID
6716,True,True,VALID
6717,True,True,VALID
6718,True,True,VALID
6719,True,True,VALID
6720,True,True,VALID
6721,True,True,VALID
6722,True,True,VALID
6723,True,True,VALID
6724,True,True,VALID
6725,True,True,VALID
6726,True,True,VALID
6727,True,True,VALID
6728,True,True,VALID
6729,True,True,VALID
6730,True,True,VALID
6731,True,True,VALID
6732,True,True,VALID
6733,True,True,VALID
6734,True,True,VALID
6735,True,True,VALID
6736,True,True,VALID
6737,True,True,VALID
6738,True,True,VALID
6739,True,True,VALID
6740,True,True,VALID
6741,True,True,VALID
6742,True,True,VALID
6743,True,True,VALID
6744,True,True,VALID
6745,True,True,VALID
6746,True,True,VALID
6747,True,True,VALID
6748,True,True,VALID
6749,True,True,VALID
6750,True,True,VALID
6751,True,True,VALID
6752,True,True,VALID
6753,True,True,VALID
6754,True,True,VALID
6755,True,True,VALID
6756,True,True,VALID
6757,True,True,VALID
6758,True,True,VALID
6759,True,True,VALID
6760,True,True,VALID
6761,True,True,VALID
6762,True,True,VALID
6763,True,True,VALID
6764,True,True,VALID
6765,True,True,VALID
6766,True,True,VALID
6767,True,True,VALID
6768,True,True,VALID
6769,True,True,VALID
6770,True,True,VALID
6771,True,True,VALID
6772,True,True,VALID
6773,True,True,VALID
6774,True,True,VALID
6775,True,True,VALID
6776,True,True,VALID
6777,True,True,VALID
6778,True,True,VALID
6779,True,True,VALID
6780,True,True,VALID
6781,True,True,VALID
6782,True,True,VALID
6783,True,True,VALID
6784,True,True,VALID
6785,True,True,VALID
6786,True,True,VALID
6787,True,True,VALID
6788,True,True,VALID
6789,True,True,VALID
6790,True,True,VALID
